"C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2019.2\jbr\bin\java.exe" "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2019.2\lib\idea_rt.jar=57631:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2019.2\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\maxem\Documents\HeroArts\out\production\WebChecker linkChecker.LinkCheckerLimited
ERR | https://blog.heroarts.com/ | Blog | PARENT: https://heroarts.com
404 | https://heroarts.com/catherine-pooler-designs/ | Catherine Pooler Designs | PARENT: https://www.ellenhutson.com/
404 | https://heroarts.com/cheery-lynn-designs/ | Cheery Lynn Designs | PARENT: https://www.ellenhutson.com/
404 | https://heroarts.com/chibitronics/ | Chibitronics | PARENT: https://www.ellenhutson.com/
404 | https://heroarts.com/claritystamp/ | Claritystamp | PARENT: https://www.ellenhutson.com/
404 | https://heroarts.com/clearbags/ | ClearBags | PARENT: https://www.ellenhutson.com/
404 | https://heroarts.com/aboutus.asp | About Us | PARENT: https://www.emmaspaperie.com/Default.asp
404 | https://heroarts.com/articles.asp?id=131 | Contact Us | PARENT: https://www.emmaspaperie.com/Default.asp
404 | https://heroarts.com/myaccount.asp | My Account | PARENT: https://www.emmaspaperie.com/Default.asp
404 | https://heroarts.com/search/label/+json.feed.entry[i].category[e].term+?max-results=6 | '+json.feed.entry[i].category[e].term+' | PARENT: https://poeticartistry.blogspot.com/
ERR | http://+posturl+ | IMAGE: http://rc= | PARENT: https://poeticartistry.blogspot.com/
ERR | http://-+-posturl-+- | ' + title + ' | PARENT: https://poeticartistry.blogspot.com/
ERR | http://+imgurl+ | IMAGE: http://lt= | PARENT: https://poeticartistry.blogspot.com/
Exception in thread "Thread-139" java.lang.RuntimeException: java.lang.IllegalArgumentException: URI can't be null.
	at java.base/sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1523)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1509)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.getHeaderField(HttpURLConnection.java:3120)
	at java.base/java.net.HttpURLConnection.getResponseCode(HttpURLConnection.java:536)
	at linkChecker.LinkCheckerLimited.search(LinkCheckerLimited.java:76)
	at linkChecker.LinkCheckerLimited.lambda$search$0(LinkCheckerLimited.java:94)
	at java.base/java.lang.Thread.run(Thread.java:834)
Caused by: java.lang.IllegalArgumentException: URI can't be null.
	at java.base/sun.net.spi.DefaultProxySelector.select(DefaultProxySelector.java:163)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.plainConnect0(HttpURLConnection.java:1175)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.plainConnect(HttpURLConnection.java:1075)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.connect(HttpURLConnection.java:1009)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1581)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1509)
	at java.base/java.net.HttpURLConnection.getResponseCode(HttpURLConnection.java:527)
	... 3 more
Exception in thread "Thread-131" java.lang.StringIndexOutOfBoundsException: begin 6, end -1, length 102
	at java.base/java.lang.String.checkBoundsBeginEnd(String.java:3319)
	at java.base/java.lang.String.substring(String.java:1874)
	at linkChecker.LinkCheckerLimited.formatElement(LinkCheckerLimited.java:183)
	at linkChecker.LinkCheckerLimited$Link.<init>(LinkCheckerLimited.java:204)
	at linkChecker.LinkCheckerLimited.search(LinkCheckerLimited.java:62)
	at linkChecker.LinkCheckerLimited.lambda$search$0(LinkCheckerLimited.java:94)
	at java.base/java.lang.Thread.run(Thread.java:834)
404 | https://heroarts.com/unsupportedbrowser | update your browser | PARENT: https://www.facebook.com/HeroArts1
404 | https://heroarts.com/HeroArts1/?ref=page_internal | _2yav | PARENT: https://www.facebook.com/HeroArts1
ERR | http://javascript:void(0) |  | PARENT: https://scrapbookingmadesimple.com/
Exception in thread "Thread-241" java.lang.StringIndexOutOfBoundsException: begin 6, end -1, length 102
	at java.base/java.lang.String.checkBoundsBeginEnd(String.java:3319)
	at java.base/java.lang.String.substring(String.java:1874)
	at linkChecker.LinkCheckerLimited.formatElement(LinkCheckerLimited.java:183)
	at linkChecker.LinkCheckerLimited$Link.<init>(LinkCheckerLimited.java:204)
	at linkChecker.LinkCheckerLimited.search(LinkCheckerLimited.java:62)
	at linkChecker.LinkCheckerLimited.lambda$search$0(LinkCheckerLimited.java:94)
	at java.base/java.lang.Thread.run(Thread.java:834)
404 | https://www.youtube.com/misschelleshort | VIDEOS | PARENT: https://www.cardgrotto.com/2019/07/hero-arts-gina-k-designs-partner.html
Exception in thread "Thread-264" java.lang.StringIndexOutOfBoundsException: begin 6, end -1, length 102
	at java.base/java.lang.String.checkBoundsBeginEnd(String.java:3319)
	at java.base/java.lang.String.substring(String.java:1874)
	at linkChecker.LinkCheckerLimited.formatElement(LinkCheckerLimited.java:183)
	at linkChecker.LinkCheckerLimited$Link.<init>(LinkCheckerLimited.java:204)
	at linkChecker.LinkCheckerLimited.search(LinkCheckerLimited.java:62)
	at linkChecker.LinkCheckerLimited.lambda$search$0(LinkCheckerLimited.java:94)
	at java.base/java.lang.Thread.run(Thread.java:834)

Process finished with exit code -1
